from,to,distance
images/images/travel and  adventure/Places365_val_00007202.jpg,images/images/travel and  adventure/Places365_val_00014485.jpg,0.630508
images/images/travel and  adventure/Places365_val_00012145.jpg,images/images/travel and  adventure/Places365_val_00013829.jpg,0.630322
images/images/art and culture/366 (5).jpg,images/images/art and culture/433 (6).jpg,0.630031
images/images/travel and  adventure/Places365_val_00014052.jpg,images/images/travel and  adventure/Places365_val_00012770.jpg,0.629993
images/images/travel and  adventure/Places365_val_00006188.jpg,images/images/art and culture/i - 1408.jpeg,0.629989
images/images/travel and  adventure/Places365_val_00012722.jpg,images/images/travel and  adventure/Places365_val_00006351.jpg,0.629880
images/images/art and culture/i - 873.jpeg,images/images/travel and  adventure/Places365_val_00009027.jpg,0.629870
images/images/food and d rinks/fruit_0316.jpg,images/images/food and d rinks/16 (3).jpg,0.629802
images/images/travel and  adventure/Places365_val_00006208.jpg,images/images/travel and  adventure/Places365_val_00007399.jpg,0.629520
images/images/art and culture/1732.jpg,images/images/travel and  adventure/Places365_val_00011927.jpg,0.629152
images/images/art and culture/i - 1509.jpeg,images/images/art and culture/i - 1190.jpeg,0.628993
images/images/travel and  adventure/Places365_val_00007389.jpg,images/images/travel and  adventure/Places365_val_00014346.jpg,0.628786
images/images/travel and  adventure/Places365_val_00012028.jpg,images/images/travel and  adventure/Places365_val_00011974.jpg,0.628606
images/images/art and culture/1732.jpg,images/images/art and culture/1904.jpg,0.628598
images/images/art and culture/i - 959.jpeg,images/images/food and d rinks/374.png,0.627974
images/images/art and culture/478 (5).jpg,images/images/art and culture/75 (2).jpg,0.627349
images/images/food and d rinks/hbjXIIRZU57ux23VvuSy.jpg,images/images/food and d rinks/T8c8lWfI1n5dqPlL2hJr.jpg,0.627040
images/images/art and culture/404 (2).jpg,images/images/art and culture/80 (3).jpg,0.626920
images/images/travel and  adventure/Places365_val_00013864.jpg,images/images/travel and  adventure/Places365_val_00006473.jpg,0.626888
images/images/travel and  adventure/Places365_val_00005956.jpg,images/images/art and culture/i - 946.jpeg,0.626865
images/images/travel and  adventure/Places365_val_00013934.jpg,images/images/travel and  adventure/Places365_val_00010118.jpg,0.626850
images/images/travel and  adventure/Places365_val_00013744.jpg,images/images/art and culture/2009.jpg,0.626699
images/images/travel and  adventure/Places365_val_00007993.jpg,images/images/travel and  adventure/Places365_val_00014277.jpg,0.626634
images/images/travel and  adventure/Places365_val_00012510.jpg,images/images/architecure/7983785070_e9a66e8d0b_n.jpg,0.626482
images/images/food and d rinks/fruit_0974.jpg,images/images/architecure/3754585193_1efaebb574_m.jpg,0.626333
images/images/art and culture/i - 1424.jpeg,images/images/art and culture/i - 1023.jpeg,0.626103
images/images/travel and  adventure/Places365_val_00014366.jpg,images/images/travel and  adventure/Places365_val_00013071.jpg,0.625969
images/images/food and d rinks/JOdocqk7sSEZL4DapSy2.jpg,images/images/travel and  adventure/Places365_val_00013938.jpg,0.625667
images/images/art and culture/621 (6).jpg,images/images/food and d rinks/LLfISmrtcW7jKwWq3QcN.jpg,0.624937
images/images/travel and  adventure/Places365_val_00006968.jpg,images/images/travel and  adventure/Places365_val_00011289.jpg,0.624442
images/images/travel and  adventure/Places365_val_00009516.jpg,images/images/travel and  adventure/Places365_val_00007929.jpg,0.623818
images/images/art and culture/523 (6).jpg,images/images/art and culture/340 (6).jpg,0.622913
images/images/travel and  adventure/Places365_val_00010969.jpg,images/images/art and culture/i - 937.jpeg,0.622834
images/images/food and d rinks/fruit_0267.jpg,images/images/art and culture/i - 862.jpeg,0.622510
images/images/art and culture/i - 959.jpeg,images/images/art and culture/756.jpg,0.621744
images/images/travel and  adventure/Places365_val_00009321.jpg,images/images/food and d rinks/QmvQKeDQpxJwDtlz28oS.jpg,0.621418
images/images/travel and  adventure/Places365_val_00009521.jpg,images/images/travel and  adventure/Places365_val_00007124.jpg,0.621349
images/images/food and d rinks/EawTqrFspHOKCwRYya6e.jpg,images/images/food and d rinks/e3orgCk4t6VmJ2cAidEI.png,0.620948
images/images/architecure/6610037661_6424d2a6fc_n.jpg,images/images/travel and  adventure/Places365_val_00013829.jpg,0.619978
images/images/fotor_2023-2-20_16_48_18.jpg,images/images/travel and  adventure/Places365_val_00010831.jpg,0.619905
images/images/architecure/6610037661_6424d2a6fc_n.jpg,images/images/travel and  adventure/Places365_val_00007363.jpg,0.619670
images/images/food and d rinks/313 (3).jpg,images/images/art and culture/20 (10).jpg,0.619417
images/images/travel and  adventure/Places365_val_00009974.jpg,images/images/architecure/23823769843_0b20578d8a_m.jpg,0.618947
images/images/art and culture/493 (2).jpg,images/images/art and culture/83 (7).jpg,0.618896
images/images/travel and  adventure/Places365_val_00012755.jpg,images/images/travel and  adventure/Places365_val_00012564.jpg,0.618634
images/images/travel and  adventure/Places365_val_00011585.jpg,images/images/travel and  adventure/Places365_val_00010006.jpg,0.618476
images/images/travel and  adventure/Places365_val_00008001.jpg,images/images/travel and  adventure/Places365_val_00006136.jpg,0.618410
images/images/travel and  adventure/Places365_val_00009827.jpg,images/images/food and d rinks/290 (3).jpg,0.618388
images/images/travel and  adventure/Places365_val_00005773.jpg,images/images/art and culture/296 (2).jpg,0.618071
images/images/travel and  adventure/Places365_val_00009998.jpg,images/images/travel and  adventure/Places365_val_00012882.jpg,0.617884
images/images/travel and  adventure/Places365_val_00007595.jpg,images/images/art and culture/i - 1169 20.26.47.jpeg,0.617621
images/images/travel and  adventure/Places365_val_00006274.jpg,images/images/travel and  adventure/Places365_val_00012691.jpg,0.617553
images/images/travel and  adventure/Places365_val_00007993.jpg,images/images/art and culture/707 (7).jpg,0.617540
images/images/travel and  adventure/Places365_val_00008423.jpg,images/images/travel and  adventure/Places365_val_00012911.jpg,0.617111
images/images/travel and  adventure/Places365_val_00008358.jpg,images/images/travel and  adventure/Places365_val_00013406.jpg,0.616288
images/images/travel and  adventure/Places365_val_00005956.jpg,images/images/travel and  adventure/Places365_val_00009034.jpg,0.616177
images/images/food and d rinks/313 (3).jpg,images/images/food and d rinks/96 (3).jpg,0.616160
images/images/travel and  adventure/Places365_val_00008483.jpg,images/images/travel and  adventure/Places365_val_00006956.jpg,0.615826
images/images/travel and  adventure/Places365_val_00014139.jpg,images/images/travel and  adventure/Places365_val_00007179.jpg,0.615571
images/images/travel and  adventure/Places365_val_00006049.jpg,images/images/travel and  adventure/Places365_val_00010626.jpg,0.615415
images/images/travel and  adventure/Places365_val_00009381.jpg,images/images/travel and  adventure/Places365_val_00012616.jpg,0.615390
images/images/travel and  adventure/Places365_val_00009296.jpg,images/images/architecure/5688356168_4c8c5fd689_m - copia.jpg,0.615207
images/images/travel and  adventure/Places365_val_00009516.jpg,images/images/art and culture/i - 774.jpeg,0.615044
images/images/travel and  adventure/Places365_val_00007595.jpg,images/images/travel and  adventure/Places365_val_00013240.jpg,0.614904
images/images/travel and  adventure/Places365_val_00014052.jpg,images/images/travel and  adventure/Places365_val_00006137.jpg,0.614846
images/images/travel and  adventure/Places365_val_00014139.jpg,images/images/travel and  adventure/Places365_val_00013053.jpg,0.614677
images/images/travel and  adventure/Places365_val_00006274.jpg,images/images/travel and  adventure/Places365_val_00014407.jpg,0.613700
images/images/travel and  adventure/Places365_val_00009974.jpg,images/images/travel and  adventure/Places365_val_00014407.jpg,0.613599
images/images/travel and  adventure/Places365_val_00009809.jpg,images/images/food and d rinks/2d4cwASfGP1MTGKMPFSQ.jpeg,0.612786
images/images/art and culture/i - 873.jpeg,images/images/art and culture/i - 1406.jpeg,0.612751
images/images/travel and  adventure/Places365_val_00011244.jpg,images/images/travel and  adventure/Places365_val_00009296.jpg,0.612337
images/images/travel and  adventure/Places365_val_00008423.jpg,images/images/travel and  adventure/Places365_val_00014007.jpg,0.612277
images/images/travel and  adventure/Places365_val_00009138.jpg,images/images/travel and  adventure/Places365_val_00012722.jpg,0.612099
images/images/travel and  adventure/Places365_val_00010428.jpg,images/images/food and d rinks/kbNI1PdkDsWNUTESbnYx.jpg,0.611027
images/images/travel and  adventure/Places365_val_00012374.jpg,images/images/art and culture/0758.jpg,0.609905
images/images/travel and  adventure/Places365_val_00006055.jpg,images/images/travel and  adventure/Places365_val_00007296.jpg,0.609310
images/images/travel and  adventure/Places365_val_00009544.jpg,images/images/art and culture/345 (5).jpg,0.608227
images/images/art and culture/478 (5).jpg,images/images/food and d rinks/46.png,0.607593
images/images/food and d rinks/EawTqrFspHOKCwRYya6e.jpg,images/images/food and d rinks/4bDYRPjT8WouMgv8czpE.jpg,0.607358
images/images/food and d rinks/sNLE076A0d0OnGYQv06q.jpeg,images/images/travel and  adventure/Places365_val_00013203.jpg,0.606971
images/images/travel and  adventure/Places365_val_00013864.jpg,images/images/travel and  adventure/Places365_val_00007761.jpg,0.606790
images/images/travel and  adventure/Places365_val_00011244.jpg,images/images/travel and  adventure/Places365_val_00006220.jpg,0.605997
images/images/travel and  adventure/Places365_val_00013755.jpg,images/images/travel and  adventure/Places365_val_00014493.jpg,0.605985
images/images/travel and  adventure/Places365_val_00007655.jpg,images/images/travel and  adventure/Places365_val_00008121.jpg,0.605555
images/images/travel and  adventure/Places365_val_00012728.jpg,images/images/food and d rinks/fruit_0841.jpg,0.602628
images/images/travel and  adventure/Places365_val_00009569.jpg,images/images/travel and  adventure/Places365_val_00011433.jpg,0.602496
images/images/food and d rinks/lybdpmSsCTgmvKAlOrkw.jpg,images/images/art and culture/262 (6).jpg,0.602385
images/images/architecure/5688356168_4c8c5fd689_m - copia.jpg,images/images/art and culture/133 (5).jpg,0.602383
images/images/architecure/5688356168_4c8c5fd689_m.jpg,images/images/art and culture/133 (5).jpg,0.602383
images/images/travel and  adventure/Places365_val_00006049.jpg,images/images/travel and  adventure/Places365_val_00013874.jpg,0.602002
images/images/travel and  adventure/Places365_val_00007655.jpg,images/images/travel and  adventure/Places365_val_00007894.jpg,0.601363
images/images/food and d rinks/124.png,images/images/architecure/6875650520_2806fbc9f7_m.jpg,0.601217
images/images/food and d rinks/fruit_0972.jpg,images/images/architecure/7666096124_f9cb46e99d_n.jpg,0.600431
images/images/travel and  adventure/Places365_val_00007753.jpg,images/images/art and culture/2001.jpg,0.600064
images/images/travel and  adventure/Places365_val_00009544.jpg,images/images/food and d rinks/xAI81c4gRX2CQiXilUOQ.jpg,0.599597
images/images/travel and  adventure/Places365_val_00012728.jpg,images/images/food and d rinks/4nUTRYic0rI7OfwlYFzZ.jpg,0.599359
images/images/architecure/23731990170_9b58a92eaf_n.jpg,images/images/food and d rinks/3Xo5fjwwPy7umtnT2S3Y.jpg,0.599265
images/images/travel and  adventure/Places365_val_00009668.jpg,images/images/food and d rinks/lsccFvIiwn1dxcZYXORb.jpg,0.598586
images/images/travel and  adventure/Places365_val_00014366.jpg,images/images/art and culture/i - 970.jpeg,0.598564
images/images/travel and  adventure/Places365_val_00009569.jpg,images/images/travel and  adventure/Places365_val_00013152.jpg,0.598269
images/images/food and d rinks/124.png,images/images/architecure/3266200063_65fca57386_m.jpg,0.597889
images/images/food and d rinks/fruit_0972.jpg,images/images/architecure/1322907049_b44cd84051_m.jpg,0.597712
images/images/travel and  adventure/Places365_val_00009998.jpg,images/images/travel and  adventure/Places365_val_00006460.jpg,0.597695
images/images/travel and  adventure/Places365_val_00010626.jpg,images/images/art and culture/1990.jpg,0.596378
images/images/travel and  adventure/Places365_val_00010626.jpg,images/images/art and culture/1890.jpg,0.596378
images/images/travel and  adventure/Places365_val_00008001.jpg,images/images/travel and  adventure/Places365_val_00006760.jpg,0.596232
images/images/architecure/23731990170_9b58a92eaf_n.jpg,images/images/food and d rinks/S5c3XfeIBZr74pw7ij7M.jpg,0.595823
images/images/travel and  adventure/Places365_val_00009713.jpg,images/images/travel and  adventure/Places365_val_00012234.jpg,0.595154
images/images/travel and  adventure/Places365_val_00006055.jpg,images/images/travel and  adventure/Places365_val_00007752.jpg,0.595018
images/images/travel and  adventure/Places365_val_00009826.jpg,images/images/art and culture/i - 794.jpeg,0.594762
images/images/architecure/5688356168_4c8c5fd689_m - copia.jpg,images/images/food and d rinks/yDIo7cbjdtEMdOOSb6Gz.jpeg,0.593752
images/images/architecure/5688356168_4c8c5fd689_m.jpg,images/images/food and d rinks/yDIo7cbjdtEMdOOSb6Gz.jpeg,0.593752
